featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,0,24 October 2020,00:04:25,Surrounded by High Performers, Operations Manager,"London, England","24 October 2020
""Surrounded by High Performers""
4.0
★★★★★
Current Employee ",full-time, more than 10 years,0,"Great culture of being humble and hard working

Fantastic work life balance","Becoming larger is causing more silos

Culture has becoming slightly diluted over the last few years","While it’s important to keep everyone performing well, it’s also important to keep morale up with more continuous “job well done” type messages.",4.0,5.0,4.0,,3.0,4.0,4.0,Recommends,Positive Outlook,,,,
0,0,0,6 October 2020,13:31:30,great job, Manager,"New York, NY","6 October 2020
""great job""
5.0
★★★★★
Former Employee ",full-time,,0,"pay was very good
not very tiring",needs time management quite demanding boring,,5.0,,,,5.0,,,,,,,,
0,0,0,3 October 2020,14:31:55,Great company, Cleaner,Manado,"3 October 2020
""Great company""
5.0
★★★★★
Current Employee ",part-time, less than a year,0,Flexibility to a er very cause I told him so you know,Very demanding for not to you ypu too that why you stink...,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,2 October 2020,13:36:36,"Great salary, great people", Software Engineer(Internship),"London, England","2 October 2020
""Great salary, great people""
5.0
★★★★★
Former Employee ",full-time, less than a year,0,The colleagues are great and the salary is one of the best for an internship!,Working in a functional programming language isn’t for everyone.,,5.0,4.0,5.0,3.0,5.0,4.0,5.0,,,,,,
0,0,0,25 September 2020,14:33:58,"Great bosses, and pretty comfortable workplace", Sales Associate,,"25 September 2020
""Great bosses, and pretty comfortable workplace""
5.0
★★★★★
Former Employee ",full-time,,0,"Salary
Socia life
Health insurance
Amazing CEO","Stressful dead lines
Need to look great",,5.0,,,,,,,,,,,,
0,0,0,6 October 2020,23:05:58,Nothing, Manager,Cape Town,"6 October 2020
""Nothing""
3.0
★★★★★
Former Employee ",part-time, less than a year,0,Kind sweet fun lively awesome,Different fun exciting odd and,Nill,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,,,,,
0,0,0,21 September 2020,00:21:56,Admin, Administrative Assistant,"Lehi, UT","21 September 2020
""Admin""
5.0
★★★★★
Former Employee ",full-time, more than a year,0,Great work life balance and management,There really want any cons,,5.0,5.0,5.0,,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,20 September 2020,15:32:29,Good, Janitor,,"20 September 2020
""Good""
4.0
★★★★★
Former Employee ",full-time,,0,It was a good experience,The pay was not enough,,4.0,,,,,,,,,,,,
0,0,0,18 September 2020,16:04:37,good, Accountant,"Miami, FL","18 September 2020
""good""
3.0
★★★★★
Former Employee ",full-time, more than a year,0,Good place to work at,Long Hours towards month end,,3.0,3.0,3.0,,3.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,23 August 2020,07:48:22,They are great.,,,"23 August 2020
""They are great.""
5.0
★★★★★
Former Employee ",full-time, more than a year,0,Good hours and great staff,Far from city and no transportation benefits,,5.0,,,,,,,,,,,,
0,0,0,24 August 2020,04:58:31,Good, Receptionist,,"24 August 2020
Helpful (1)
""Good""
3.0
★★★★★
Former Employee ",full-time,,1,"Nice pay, environment, good staff",Bad management that’s it really,,3.0,,,,,,,,,,,,
0,0,0,7 August 2020,14:43:35,., Sales,,"7 August 2020
"".""
5.0
★★★★★
Former Employee ",full-time,,0,It was good to be at,No real issues at this location,,5.0,,,,,,,,,,,,
0,0,0,6 August 2020,02:08:59,Nothing, Bussiness Consultant,,"6 August 2020
""Nothing""
5.0
★★★★★
Current Employee ",full-time,,0,Good boss very friendly etc,Nothing He’s a good boss nothing wrong,,5.0,,,,,,,,,,,,
0,0,0,6 August 2020,08:55:15,Good, Software Engineer,"New York, NY","6 August 2020
""Good""
5.0
★★★★★
Current Employee ",full-time, more than 3 years,0,Smart coworkers and interesting tech problems,Longer hours and no lunch breaks,,5.0,4.0,4.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,18 August 2020,05:15:44,Stay focused, Software Engineer,"New York, NY","18 August 2020
""Stay focused""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,It give good vibes there,A bit far from home but ok,,4.0,4.0,4.0,,4.0,3.0,4.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,0,18 July 2020,19:06:40,Great Work Ethic, Senior Software Engineer,"New York, NY","18 July 2020
""Great Work Ethic""
5.0
★★★★★
Current Employee ",full-time, more than 3 years,0,Employees around Jane Street are pretty decent,"Management sucks but they are really trying to fix it,so there is room for improvement",,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,23 July 2020,23:53:19,Crazy, Administrative Assistant,,"23 July 2020
""Crazy""
3.0
★★★★★
Former Employee ",part-time,,0,The money was good enough,The work life balance was bad,Get better,3.0,2.0,2.0,,2.0,2.0,,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
0,0,0,15 April 2020,21:20:41,Engaging Work, Analyst,"New York, NY","15 April 2020
Helpful (2)
""Engaging Work""
5.0
★★★★★
Current Employee ",full-time, more than a year,2,"Very smart people, collaborative culture, great pay",None that I can think of,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,14 April 2020,21:41:33,Salary, Quantitative Trader,"New York, NY","14 April 2020
Helpful (1)
""Salary""
5.0
★★★★★
Current Employee ",full-time, less than a year,1,It has a diverse atmosphere and people are all very talented there.,The pace is a bit fast and sometimes feels pressured,,5.0,4.0,5.0,,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,13 February 2020,16:13:00,"Interesting work, fun culture", Software Engineer,"London, England","13 February 2020
Helpful (1)
""Interesting work, fun culture""
5.0
★★★★★
Current Employee ",full-time, more than a year,1,"Amazingly smart and hard working co-workers
Top-notch benefits
Fairly flat hierarchy for the size of the company
Work is exciting
Code quality is excellent","Similar to other trading firms, the secrecy can be slightly annoying",,5.0,5.0,5.0,,3.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,20 November 2019,17:07:45,Best company I’ve ever worked for, Current Employee,,"20 November 2019
Helpful (2)
""Best company I’ve ever worked for""
5.0
★★★★★
Current Employee ",full-time,,2,"Jane Street is by far the best company I’ve ever worked for. People really care about the culture and environment and it shows. Amazing benefits, food, and coworkers.",WFH could be more flexible but the great work life balance makes up for that.,Don’t change!,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,,,,
0,0,0,21 October 2019,13:43:04,culture, Manager,,"21 October 2019
Helpful (1)
""culture""
5.0
★★★★★
Former Employee ",part-time,,1,good recruiting and they do a good god,none i think they do a good job,more communication,5.0,,,,5.0,,,Recommends,,Approves of CEO,,,
0,0,1,26 October 2019,04:28:15,Work Culture,,,"26 October 2019
""Work Culture""
3.0
★★★★★
Former Employee ",full-time,,0,"Relaxed Environment, good hours, not stressed",Not very Social colleagues to work with,,3.0,3.0,3.0,,5.0,5.0,5.0,,,,,,
0,0,0,28 August 2019,15:30:43,Fake job, Retail,,"28 August 2019
""Fake job""
5.0
★★★★★
Current Employee ",part-time,,0,There was a lot of breaks,"Rubbish
 I hated it a lot.",,5.0,,5.0,,5.0,,5.0,Disapproves of CEO,,Disapproves of CEO,,,
0,0,0,15 August 2019,17:22:42,"Good, but confusing codebase", Software Engineer(Internship),,"15 August 2019
""Good, but confusing codebase""
5.0
★★★★★
Current Employee ",full-time,,0,"OCaml, interesting problems, smart people",Hard to see where your code is used,,5.0,,,,,,,,,,,,
0,0,0,6 August 2019,12:32:31,review, Junior Trader,"London, England","6 August 2019
""review""
4.0
★★★★★
Current Employee ",part-time, less than a year,0,good work life balance overall,interview process was very hard,,4.0,4.0,4.0,,4.0,4.0,4.0,Doesn't Recommend,Positive Outlook,No Opinion of CEO,,,
0,0,0,1 June 2019,18:34:57,GOOD, Research Associate,,"1 June 2019
Helpful (1)
""GOOD""
5.0
★★★★★
Former Employee ",full-time, more than a year,1,GOOD benefits and pay that I loved,dont remember any cons to put,none,5.0,4.0,4.0,,5.0,5.0,4.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,0,1 March 2019,19:29:03,trader, Trader,"New York, NY","1 March 2019
Helpful (3)
""trader""
5.0
★★★★★
Current Employee ",full-time, less than a year,3,"Great environment, Great People, Very smart.",None that i can really think of.,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,19 February 2019,09:49:20,It was a good place, Account Manager,,"19 February 2019
Helpful (2)
""It was a good place""
4.0
★★★★★
Former Employee ",full-time, less than a year,2,I like the place a lot,Lots of work in a short period of time,,4.0,4.0,4.0,,5.0,4.0,4.0,,,,,,
0,0,0,6 February 2019,19:19:04,Great place to work for, Technology,,"6 February 2019
Helpful (1)
""Great place to work for""
5.0
★★★★★
Current Employee ",full-time, more than 3 years,1,"Great place to learn, competitive, nice employees",Nothing that I can think of,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,8 January 2019,20:01:44,It's a great place to work,,,"8 January 2019
Helpful (6)
""It's a great place to work""
5.0
★★★★★
Current Employee ",full-time,,6,"- Coworkers are helpful and smart. Everybody works hard and it feels like a team.
- The work is interesting and challenging
- The culture is one of humilty and friendliness, not big egos
- The office and perks are amazing
- We have strong ethical guidelines and stay away from gray areas that other financial firms would take advantage of
- Everyone is treated fairly","- Can be a bit secretive at times, especially about pnl, though less than many other firms in this space","If we can maintain this collaborative culture as the firm grows, there are many bright years ahead",5.0,4.0,5.0,,4.0,5.0,5.0,Recommends,Positive Outlook,,,,
0,0,0,10 January 2019,22:26:38,Former,,,,,,2,Flexible with vacation requests for employees,none that i can think of,,5.0,,,,,,,,,,,,
0,0,1,16 November 2018,15:42:31,Lives up to the amazing reputation,,,"16 November 2018
""Lives up to the amazing reputation""
5.0
★★★★★
Current Employee ",full-time,,0,"- Culture
- Collaboration with brilliant people
- Work balance
- Fast moving, diverse projects",- Only working at a computer which is straining on the eyes.,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,1,22 October 2018,12:01:38,Great Place to Work!,,,"22 October 2018
Helpful (1)
""Great Place to Work!""
5.0
★★★★★
Current Employee ",full-time,,1,"Supersmart people, enriching environment, lots of perks","really nothing to say here, just prepare for inferiority complex",,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,
0,0,1,13 July 2018,13:07:21,nice people and good place to learn,,,"13 July 2018
Helpful (1)
""nice people and good place to learn""
5.0
★★★★★
Former Employee ",part-time,,1,"people are nice and smart, challenging but learned a lot","may be stressful, may be hard to catch up with others",,5.0,4.0,5.0,,4.0,4.0,5.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,1,29 May 2018,08:36:02,Secretary,,,"29 May 2018
Helpful (1)
""Secretary""
4.0
★★★★★
Current Employee ",full-time, less than a year,1,Okay Place to work is a pro,Nothing to add on cons,Nothing,4.0,3.0,3.0,,3.0,5.0,3.0,Recommends,Negative Outlook,No Opinion of CEO,,,
0,0,0,21 April 2018,01:26:21,Associate, Associate,"New York, NY","21 April 2018
Helpful (3)
""Associate""
5.0
★★★★★
Former Employee ",full-time, more than 3 years,3,I get to learn something everyday,"Long work hours some days, can also be quite competitive",,5.0,3.0,4.0,,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,11 March 2018,00:40:26,super cool,,,"11 March 2018
Helpful (1)
""super cool""
4.0
★★★★★
Former Employee ",part-time,,1,"easy, fun, challenging and fast paced",it was very fast paced and pressuring,,4.0,,,,,,,,,,,,
0,0,0,16 January 2018,22:01:16,Trader,,,,,,1,Nice working environment. Learned a lot of things,"The pace was a bit fast for me at the beginning, but got used to it later",,4.0,4.0,4.0,,4.0,4.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,1,25 October 2017,04:51:19,Weird Culture,,"New York, NY","25 October 2017
Helpful (29)
""Weird Culture""
2.0
★★★★★
Former Employee ",full-time,,29,"The food was always good, as were the benefits and the compensation. The company makes money, they are certainly good at that.","They were not innovative from a technology perspective. The company is run by a set of partners, that work at the company, but you are not allowed to know who they are. It has a very weird culture.","Just because you are making money, doesn't mean you are doing things right. Being self-reflective can make for a better work environment.",2.0,4.0,1.0,,3.0,5.0,2.0,Doesn't Recommend,Positive Outlook,Disapproves of CEO,,,
0,0,1,27 October 2017,06:54:31,Great Company,,,"27 October 2017
Helpful (5)
""Great Company""
5.0
★★★★★
Current Employee ",full-time,,5,People are very smart and the culture is great.,Not a whole lot of bad,,5.0,5.0,5.0,,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,28 August 2017,12:06:01,Great company filled with smart motivated people,,"New York, NY","28 August 2017
Helpful (4)
""Great company filled with smart motivated people""
5.0
★★★★★
Former Employee ",full-time, more than 5 years,4,"Not just a cog in a machine, your opinions matter",Tough to stick to a diet with all the free food around,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,20 August 2017,06:59:11,Quant, Quantitative Researcher,"London, England","20 August 2017
Helpful (1)
""Quant""
5.0
★★★★★
Current Employee ",full-time, less than a year,1,Work with the most talented people.,I can't find any cons at all,,5.0,5.0,5.0,,4.0,4.0,4.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,1,18 April 2017,11:42:48,Great Company,,,"18 April 2017
Helpful (2)
""Great Company""
5.0
★★★★★
Current Employee ",full-time,,2,A great place to work.,I can't think of one.,,5.0,,,,,,,Recommends,Positive Outlook,,,,
0,0,0,20 March 2017,07:27:56,Good,,,,,,0,"Food, people, management, perks, etc",Nothing much to say here,,5.0,,,,,,,,,,,,
0,0,0,14 February 2017,04:01:39,Trading Intern,,,,,,2,"Nice People, Intelligent lots of benefits","Bit geeky, very few girls",,5.0,,,,,,,,,,,,
0,0,1,16 January 2017,10:48:45,Anonymous,,,"16 January 2017
Helpful (8)
""Anonymous""
5.0
★★★★★
Former Employee ",full-time,,8,Best company that I've ever worked at. They appreciate their employees and treat them well. Great corporate culture. Enjoyable work environment where people are challenged to do their best.,New employees can easily put on the 'freshman fifteen' from all the available food.,,5.0,,,,,,,,,,,,
0,0,0,10 December 2016,20:32:22,Horrible,"Analyst, Trader Assistant","New York, NY",,,,62,Surrounded by intellectually challenging people as well as an intellectually challenging position which I thought to be one of the best parts of this job,Everything. All of it is bad and horrible people.There was almost no pros of working in such a horrid work place. Every one is so rude and there is no freedom and I hate it.,,1.0,1.0,1.0,,1.0,1.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
0,0,0,2 October 2016,04:58:34,Good place to work if you can get in,,"London, England",,, less than a year,21,"Good culture, resources, learning opportunities. Lots of opportunities to work on cool projects and develop skills. It's also resume gold. Every interview I've had since then has asked about my time at Jane Street.","Lots of egos, occasionally very difficult people to work with. Rooms filled with ""the smartest person in the room."" Competitive and at times very cut-throat environment. You will need",The focus on mental math during the interview stage is ridiculous. Better candidates than me were filtered because they didn't spend time learning a skill that honestly isn't as important as it's made out to be.,4.0,,,,,,,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,18 October 2016,08:20:53,Bad,,"Toronto, ON",,,,8,"None, they need to revamp their management for new hires","Lots - bad management, working hours, pay, etc",N/A,2.0,,,,,,,,,,,,
0,0,0,15 September 2016,13:48:35,Overall good place to learn,,,,,,8,"Extremely smart people, generally good culture",Can be tiring only doing technical work and discussing quantitative topics in and out of the office,,4.0,4.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,4 August 2016,22:56:36,Great company,,,,,,3,"Everyone is very smart and interesting. The salaries are fantastic, the work is interesting, its a great company.","I loved it there, no issues.","Keep it up, you are the best.",5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,,,,
0,0,0,2 April 2016,14:44:41,"Lots of Fun, Always Interesting", Trader,"New York, NY","2 April 2016
Helpful (38)
""Lots of Fun, Always Interesting""
5.0
★★★★★
Current Employee ",full-time, more than a year,38,"Jane Street has been an incredibly rewarding experience. You are working with some of the top minds in the world, collaborating on very difficult problems. I am a trader, so I am constantly scouring the market for opportunities, tweaking our trading systems, and developing tools to help us trade more effectively. There is very little to no administrative work (outside of doing interviews), and a single hour long meeting per week.

The people here are incredibly smart, yet humble. Think of it as the very top of the ivy league math and computer science departments, so probably some of the geekiest people you've ever met will be your co-workers. However, not all departments are like that and some are extremely outgoing and charismatic (dating back to the days of floor trading I guess). Everyone is willing to help on just about anything, from the simplest questions to the advanced problems. Few are arrogant, and in fact the company will not hire you if you have an unchecked ego.

The pay is really high at the start, even compared to other trading firms. You will have no trouble securing a comfortable apartment in any part of Manhattan on the base salary alone. The bonuses are also high, and they are based on overall performance of the firm. You don't have an individual profit/loss number and never feel that an unlucky stretch will sink your bonus opportunities.

The perks are awesome, I won't go into specifics but you receive a very generous package of benefits covering just about everything you could think of. Breakfast and lunch are catered, or you can also have food delivered on the company tab. The kitchen is fully stocked with food, fruit, beverages, snacks, and candy. Jane Street really takes care of its employees.

The hours are also quite reasonable for this kind of job. You'll never have set times that you must come in and leave by. I work about 50 hours per week and am about in the middle. Some people work more, some less. There are also very few to no days where you feel that you ""must"" stay late to finish something. You never work weekends or nights.

The people are awesome. Everyone works hard while they're here, but nobody gets burned out or has unreasonable expectations. There is practically no hierarchy at all, and little to no busy work.

Finally, the firm has very high ethical standards. We will intentionally avoid strategies that, while legal, are ethically in a gray area. I've yet to run into anything truly illegal happen at this place.","The only weird downside is eating lunch at your desk. Traders don't get up from their desk more than a few times a day, and never for longer than to grab food or use the bathroom.","Keep it up, Jane Street is an amazing place to work!",5.0,4.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,15 June 2016,15:59:31,Assistant Trader,Assistant Trader,"San Diego, CA",,, less than a year,5,A nice atmosphere yes this is the best thing about it and the people were cool and friendly too,"A hard superior, sometimes so much work and not enough Indians more chefs than Indians",keep learning opportunities relevant and keep employees informed on the status,3.0,,,,,,,,,,,,
0,0,1,25 May 2016,07:37:46,Tech wannabes,,"New York, NY","25 May 2016
Helpful (64)
""Tech wannabes""
1.0
★★★★★
Former Employee ",full-time,,64,"Money, but nothing comes for free.",They try to be a tech company to entice the best grads and avoid the SEC and media focusing on what they really are - a flash boys hedge fund/high frequency trading firm. Senior partners have too much power and are massively out of touch due to their extreme wealth and egos. Argumentative discussion style. Disgusting wall street excess to the max.,,1.0,,,,,1.0,,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
0,0,0,22 March 2016,15:54:56,Great perks but few advance opportunities for non-traders, Senior Financial Analyst,"San Francisco, CA",,full-time, more than a year,18,"Amazing work life balance with catered lunch daily, in-house gym and fully stocked pantry. People who work here are clearly brilliant",Non-revenue generating departments could be organized better. Industry knowledge is difficult to apply outside of the quantitative trading space.,,3.0,5.0,5.0,,3.0,5.0,3.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,1,30 March 2016,13:12:58,A tough nut with a sweet kernel,,,"30 March 2016
Helpful (4)
""A tough nut with a sweet kernel""
4.0
★★★★★
Former Employee ",full-time,,4,"Amazing tech: stable, solid, innovative. Decent benefits and comp. Business model proven and effective.","Very difficult to get into, technologically and culturally. OCaml is a big stumbling block for discovery and self-learning on the job, Culture of ""genius"" (people pretending enormous intelligence by refusing to answer simple questions).",Focus on the new-starter process and welcome procedure. Give proper OCaml courses. Encourage a culture of collegiality.,4.0,3.0,4.0,,4.0,4.0,2.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,1,7 April 2016,14:09:53,Jane Street,,,"7 April 2016
Helpful (1)
""Jane Street""
4.0
★★★★★
Current Employee ",full-time,,1,"Lovely people, the food is tasty and there's always something to be do. Everyone there is pretty young and they have a solid culture","Can get tiring, some days are pretty tedious but I guess it's the same with any job. Staring at screens burns your eyes","Not much to say really, they let everyone do their thing. Everyone operates pretty independently and bureaucracy is absent",4.0,3.0,5.0,,3.0,5.0,5.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,23 November 2015,16:22:04,Good place,Assistant Trader,"New York, NY",,,,18,I really thought that the culture t the company was a great experience. All the traders were extremeely smart and definitely knew what they were doing in terms of ability.,Some of the interns were arrogant because of the universities they went to or the type of people they hung out with. Not a great culture fit in my opinon.,Just be careful about who you give the job to because many people promote an unhealthy and competitive experience for other interns.,5.0,3.0,3.0,,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,19 October 2015,18:37:18,Awesome place to work,Assistant Trader,"New York, NY",,, less than a year,4,"Lots of things: great hours, work with lots of smart and sociable people, amazing company culture, good food.","Can be intense and physically exhausting, but I suppose this is the nature of the beast in finance","Keep hiring smart and interesting people, and maintain the company culture. The rest will follow!",5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,16 October 2015,06:23:25,Technologist,,,"16 October 2015
Helpful (2)
""Technologist""
5.0
★★★★★
Former Employee ",full-time,,2,"Great people, and great stimulus to grow and learn new things.
The food is amazing, and there is a decent work/life balance.","Mobility within the firm is encouraged, but only between certain groups.",Consider playing to some of the additional strengths of your employees.,5.0,4.0,5.0,,3.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,5 November 2015,14:27:21,Trading Intern,,,,,,0,"High salary, challenging environment, fun","Intense workload, just an intern",,3.0,3.0,3.0,,3.0,3.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
