featured,covid-19,anonymous,date,time,headline,role,location,status,contract,years,helpful,pros,cons,advice_to_mgmt,main_rating,work_life_balance,culture_and_values,diversity_inclusion,career_opportunities,comp_and_benefits,senior_management,recommends,outlook,CEO_approval,response_date,response_role,response
0,0,0,18 December 2020,22:49:17,Easy work, Postdoctoral Fellow,Sha Tin,"18 December 2020
""Easy work""
4.0
★★★★★
Former Employee ",full-time,,0,"good work-life balance, great campus","little challenge, lack of skills learning opportunity",,4.0,5.0,4.0,3.0,3.0,3.0,4.0,,,,,,
0,0,0,17 December 2020,12:41:24,TA in CUHK, Teaching Assistant,Sha Tin,"17 December 2020
""TA in CUHK""
4.0
★★★★★
Former Employee ",full-time,,0,"Fulfilling and intellectually intriguing, especially during tutorials",Could be tricky if your professor micro-manages,,4.0,,,,,,,,,,,,
0,0,0,18 December 2020,05:34:01,Good enviro, Research Assistant,Hong Kong,"18 December 2020
""Good enviro""
3.0
★★★★★
Former Employee ",full-time,,0,Good enrio and cheap lunch,Far away from city city,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,,,,,
0,0,0,29 November 2020,19:42:02,Good employer, Research Assistant,Sha Tin,"29 November 2020
""Good employer""
5.0
★★★★★
Current Employee ",full-time, more than a year,0,"Encourage your development - focus on helping you to achieve your goals and provides opportunities for learning. 

Flexible work hours.",Requires self awareness and discipline to obtain the skills you lack for your project.,,5.0,5.0,5.0,5.0,2.0,2.0,5.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,1,30 November 2020,05:51:17,.,,,"30 November 2020
"".""
5.0
★★★★★
Former Employee ",full-time,,0,good working environment and nice,sorry i dont konw any disavtange,,5.0,,,,,,,,,,,,
0,0,1,27 November 2020,00:44:53,Academic Research,,,"27 November 2020
""Academic Research""
5.0
★★★★★
Current Employee ",part-time,,0,High level of Academic research,not that I know of any,,5.0,,,,,,,,,,,,
0,0,0,27 November 2020,05:57:24,good employer, Junior Research Assistant,Sha Tin,"27 November 2020
""good employer""
5.0
★★★★★
Former Employee ",full-time, more than a year,0,"clean and beautiful environment, many canteens to choose",limited traffic (the location is not convenient to many other places),,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,,,,,
0,0,0,11 December 2020,01:37:47,Salary review, Research Assistant,Hong Kong,"11 December 2020
""Salary review""
4.0
★★★★★
Former Employee ",full-time, less than a year,0,Great Team Culture and Morale,Might need to work at night,,4.0,2.0,5.0,5.0,5.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,9 December 2020,12:54:26,Great job, Teaching Assistant,Hong Kong,"9 December 2020
""Great job""
4.0
★★★★★
Former Employee ",part-time,,0,It was a very enjoyable experience.,The pay was not very high.,,4.0,,,,,,,,,,,,
0,0,0,8 December 2020,08:29:26,CUHK, Student,Hong Kong,"8 December 2020
""CUHK""
4.0
★★★★★
Current Employee ",full-time,,0,Nice campus and professors here,Far away from city and a bit inconvenient,,4.0,,,,,,,,,,,,
0,0,0,8 December 2020,19:53:18,Can make some money as a student when free, Student Worker,Sha Tin,"8 December 2020
""Can make some money as a student when free""
4.0
★★★★★
Current Employee ",part-time, less than a year,0,Best to kill time if you do not have lessons,Salary is too low and cannot learn new things,,4.0,4.0,3.0,2.0,3.0,1.0,1.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,22 November 2020,13:34:23,Excellent, Research Assistant,Sha Tin,"22 November 2020
""Excellent""
5.0
★★★★★
Former Employee ",full-time, more than a year,0,"good working environment, reasonable working hours",no bad experiences for me,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,22 November 2020,19:42:35,Good employer, Officer,Hong Kong,"22 November 2020
""Good employer""
5.0
★★★★★
Former Employee ",full-time,,0,One of the top universities in Hong Kong,Not many openings in recent,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,19 November 2020,08:32:17,ok, Master of Philosophy,Hong Kong,"19 November 2020
""ok""
5.0
★★★★★
Former Employee ",full-time,,0,international environment， good academic vibe,"stressful， competitive，but overall acceptable, not bad",,5.0,,,,,,,,,,,,
0,0,0,19 November 2020,18:14:11,Chinese University of Hong Kong, PhD Student,Hong Kong,"19 November 2020
""Chinese University of Hong Kong""
5.0
★★★★★
Current Employee ",full-time,,0,Chinese University of Hong Kong,"personally, there is no downsides.",,5.0,,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,1,3 December 2020,21:24:01,not bad,,,"3 December 2020
""not bad""
4.0
★★★★★
Former Employee ",full-time, less than a year,0,"nice colleagues, good starting salary","hard to be promoted, boring",,4.0,,,,,,,,,,,,
0,0,0,15 November 2020,21:11:39,Great and nice workplace, Research Assistant,Hong Kong,"15 November 2020
""Great and nice workplace""
5.0
★★★★★
Current Employee ",full-time,,0,Great benefits woth nice colleagues,"Nothing worth mention
Maybe traffic is an issue",,5.0,5.0,5.0,4.0,5.0,4.0,4.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,11 November 2020,05:43:06,Nice campus and working environment, Event Executive,,"11 November 2020
Helpful (1)
""Nice campus and working environment""
5.0
★★★★★
Former Employee ",full-time, less than a year,1,Very professional senior staff. Will benefit from good training and staff development.,Long-serving staff will either support or cause problems.,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,26 November 2020,06:53:22,PA II, PA II,Sha Tin,"26 November 2020
""PA II""
4.0
★★★★★
Current Employee ",full-time,,0,"Colleagues are good, energetic school","My department not welling to recruit an it support, sometimes admin staffs are so stressful",,4.0,,,,,,,,,,,,
0,0,0,25 November 2020,14:55:37,Nice Employer, Research Assistant,Hong Kong,"25 November 2020
""Nice Employer""
4.0
★★★★★
Former Employee ",part-time, less than a year,0,Well-paid for the kind of work.,Not many openings at the moment.,,4.0,,,,,,,,,,,,
0,0,0,10 November 2020,16:15:30,Solid job with work/life balance, Project Coordinator II,Sha Tin,"10 November 2020
""Solid job with work/life balance""
5.0
★★★★★
Former Employee ",full-time, more than 3 years,0,"Semi-government job with stable schedule, salary, and promotion path.","A lot of employees have been working at the same job for 10+ years, so it is hard to bring innovation in.",,5.0,5.0,5.0,3.0,5.0,5.0,5.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,11 November 2020,01:28:27,research assistant, Part Time Student Helper,Sha Tin,"11 November 2020
""research assistant""
5.0
★★★★★
Former Employee ",part-time, less than a year,0,"Good working environment, good working hour",work alone most of the time,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
0,0,0,7 November 2020,22:33:38,Good, Telephone Interviewer,Sha Tin,"7 November 2020
""Good""
5.0
★★★★★
Former Employee ",part-time, more than a year,0,Flexible working hours and nice location,working hours are not enough,,5.0,5.0,5.0,,4.0,4.0,3.0,Recommends,Positive Outlook,,,,
0,0,0,16 November 2020,23:26:11,Good, Postdoctoral Fellow,Hong Kong,"16 November 2020
""Good""
4.0
★★★★★
Current Employee ",full-time,,0,"Satisfactory salary, comfortable working environment",Not applicable at the moment,,4.0,,,,,,,,,,,,
0,0,0,11 November 2020,20:12:18,As a research assistant, Research Assistant,Hong Kong,"11 November 2020
""As a research assistant""
3.0
★★★★★
Current Employee ",full-time,,0,A while range research topics,Little progression opportunities and career prospect,,3.0,4.0,4.0,3.0,3.0,2.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,9 November 2020,00:36:06,Aim for the best, Research Assistant,Sha Tin,"9 November 2020
""Aim for the best""
4.0
★★★★★
Current Employee ",full-time,,0,Gain knowledge in Biological lab environment and advanced 3D printing,"No future, only good for those looking for postgraduate studies.",,4.0,4.0,4.0,3.0,1.0,3.0,4.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,20 October 2020,01:41:42,Good, Project Assistant,Hong Kong,"20 October 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,"Good, Friendly, supportive, good working environment",too far away from my home,,5.0,,,,,,,,,,,,
0,0,0,18 October 2020,07:53:24,good, PhD Student,Hong Kong,"18 October 2020
""good""
5.0
★★★★★
Current Employee ",full-time,,0,"good, a good place to study and work",basically there is no cons,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,,,,
0,0,0,14 October 2020,00:23:32,Amazing Institution, Graduate Research Assistant,Hong Kong,"14 October 2020
""Amazing Institution""
5.0
★★★★★
Former Employee ",part-time, more than a year,0,"Excellent working environment, amazing work culture, state-of-the-art labs and faculty",Cannot think of anything negative about the university. The city is expensive and finding a good accommodation is difficult.,,5.0,5.0,4.0,4.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,14 October 2020,05:16:43,Goog Companies,,,"14 October 2020
""Goog Companies""
5.0
★★★★★
Current Employee ",full-time,,0,Top university in Hong Kong.,Work here is very stressful.,,5.0,,,,,,,,,,,,
0,0,0,24 October 2020,20:17:18,N/A, Junior Research Assistant,Hong Kong,"24 October 2020
""N/A""
4.0
★★★★★
Former Employee ",full-time,,0,Good working environment; Good colleagues,Work overtime with no extra pay,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,
0,0,0,10 October 2020,02:36:49,Good working culture, Research Assistant,Sha Tin,"10 October 2020
""Good working culture""
5.0
★★★★★
Former Employee ",part-time, more than 3 years,0,Work-life balance and friendly supervisor,"Too many mainlanders, while the school identify as very internationalized.",,5.0,5.0,5.0,1.0,5.0,5.0,5.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,0,8 October 2020,19:59:55,Nice working environment, Functional Manager,Sha Tin,"8 October 2020
""Nice working environment""
5.0
★★★★★
Current Employee ",full-time,,0,Nice working environment with nice people,"Location is too far, restaurant choice is limited",,5.0,,,,,,,,,,,,
0,0,0,8 October 2020,22:25:34,A great university, Assistant Professor,Hong Kong,"8 October 2020
""A great university""
5.0
★★★★★
Current Employee ",full-time,,0,Chinese University of Hong Kong is a great university,The transportation is not as convenient as some other universities in HK,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,6 October 2020,01:51:23,gd, Student,Hong Kong,"6 October 2020
""gd""
5.0
★★★★★
Current Employee ",full-time,,0,Good training materials and support,A bit far and campus is big,,5.0,,,,,,,,,,,,
0,0,0,18 October 2020,09:50:40,/, Student,Hong Kong,"18 October 2020
""/""
4.0
★★★★★
Current Employee ",full-time,,0,"good, nice, perfect, long history","far, not at all actually, good",,4.0,,,,,,,,,,,,
0,0,0,17 October 2020,08:09:44,Fantastic, Editor,Sha Tin,"17 October 2020
""Fantastic""
4.0
★★★★★
Former Employee ",part-time,,0,Great Team to work with.,"No cons, as far as i am concerned",,4.0,,,,,,,,,,,,
0,0,0,14 October 2020,20:09:11,Comments, Executive Officer,Hong Kong,"14 October 2020
""Comments""
4.0
★★★★★
Current Employee ",full-time,,0,"Annual salary increment, facilities, food and beverage","bureaucratic, slow response to the changing environemnt",,4.0,3.0,3.0,4.0,4.0,4.0,2.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,15 October 2020,02:02:01,Could be regarded as a career, Research Associate,Hong Kong,"15 October 2020
""Could be regarded as a career""
4.0
★★★★★
Current Employee ",full-time,,0,"A good package of benefits, clear grades for promotion",Promotion opportunity is limited for certain positions,,4.0,5.0,3.0,4.0,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,13 October 2020,18:05:10,uuuuuuuuuu, CUHK Postgraduate Student,Hong Kong,"13 October 2020
""uuuuuuuuuu""
4.0
★★★★★
Current Employee ",full-time, less than a year,0,A Great place to work,Can be political at times,,4.0,4.0,3.0,3.0,4.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,25 September 2020,03:41:28,Good, Postdoctoral Fellow,Hong Kong,"25 September 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,The working environment is very comfortable.,The location is far from the center of Hong Kong.,,5.0,,,,,,,,,,,,
0,0,0,8 October 2020,20:22:13,MPhil student, Graduate Student Researcher,Hong Kong,"8 October 2020
""MPhil student""
4.0
★★★★★
Current Employee ",full-time,,0,"-Typical graduate school environment
-Depends on discipline","No worker's right protection, which is the same for all grad student everywhere.",,4.0,,,,,,,,,,,,
0,0,0,24 September 2020,02:28:13,Good, Finance PhD,Hong Kong,"24 September 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,good environment in the campus,boring during the normal living,,5.0,4.0,4.0,,4.0,4.0,4.0,,,,,,
0,0,0,17 September 2020,19:38:40,Fantastic Experience, Professor,Hong Kong,"17 September 2020
""Fantastic Experience""
5.0
★★★★★
Current Employee ",full-time,,0,"Have a lot of free time to do long term research
Relatively stress-free environment",Student quality is not very high,,5.0,4.0,4.0,,5.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,18 September 2020,02:58:29,good, Research Associate,Hong Kong,"18 September 2020
""good""
5.0
★★★★★
Current Employee ",full-time, more than a year,0,"professional, friendly, full of exciting colleges",Maybe a little far from the down town,,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,
0,0,0,30 September 2020,08:02:44,Good!, Software Developer,Sha Tin,"30 September 2020
""Good!""
4.0
★★★★★
Former Employee ",full-time,,0,The job is free and without pressure,The culture is bureaucratic and no communication among colleagues.,,4.0,,,,,,,,,,,,
0,0,0,13 September 2020,09:28:50,good, Student,,"13 September 2020
""good""
5.0
★★★★★
Current Employee ",full-time,,0,"good people, good environment to work",too little quota for annual leave,,5.0,,,,,,,,,,,,
0,0,0,25 September 2020,06:27:45,M-Phil Experience, Master of Philosophy,Hong Kong,,full-time, more than a year,0,The studentship of M-Phil is fair. You get the chance to be a teaching assistant for two sems out of four(which I enjoy very much personally because I love teaching.),Dorms are provided on a limited basis. The executive system is not efficient.,,4.0,5.0,5.0,,3.0,4.0,3.0,Recommends,,Approves of CEO,,,
0,0,0,11 September 2020,02:16:17,Good, PhD Student,Sha Tin,"11 September 2020
""Good""
5.0
★★★★★
Former Employee ",full-time,,0,Nice environment and good culture,In general the whole employment was good,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,23 September 2020,07:44:50,Great part-time job in Hong Kong, General Clerk II,Hong Kong,,part-time,,0,- v. flexible working hours and schedule,"- mid to high workload 
- physically exhausting
- admin/management mess",,4.0,,,,,,,,,,,,
0,0,0,8 September 2020,09:59:52,Research Assistant II at CUHK, Research Assistant II,Hong Kong,"8 September 2020
""Research Assistant II at CUHK""
5.0
★★★★★
Former Employee ",full-time,,0,Top research institution in Hong Kong,May need to work at weekends,,5.0,,,,,,,,,,,,
0,0,1,7 September 2020,00:28:13,Good,,Hong Kong,"7 September 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,I think CUHK is very good,Nothing about CUHK is bad,,5.0,,,,,,,,,,,,
0,0,0,20 September 2020,02:39:21,aaa, Computer Officer,Sha Tin,"20 September 2020
""aaa""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,Have opportunity to learn new things,Senior Management is not good at managing,,4.0,5.0,3.0,,4.0,3.0,2.0,Recommends,Neutral Outlook,Approves of CEO,,,
0,0,0,17 September 2020,06:56:24,CUHK, Part,Sha Tin,"17 September 2020
""CUHK""
3.0
★★★★★
Former Employee ",part-time,,0,-nice campus and students generally attentive and respectful,-focus too much on course and teaching evaluation by students,,3.0,4.0,3.0,,3.0,3.0,3.0,,,,,,
0,0,1,15 September 2020,10:05:11,Good Experience,,Hong Kong,"15 September 2020
""Good Experience""
4.0
★★★★★
Former Employee ",full-time, more than a year,0,Work-life balancing which path you way to future studies,Working nature is a bit non-specialized,,4.0,,,,,,,,,,,,
0,0,0,26 August 2020,23:18:39,Diabetes, Postdoctoral Researcher,Hong Kong,"26 August 2020
""Diabetes""
5.0
★★★★★
Current Employee ",full-time, more than a year,0,"Higher salary, many vacation and good environment",the school is too large,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,9 September 2020,01:39:46,Research experience is dependent on PI, Postdoctoral Fellow,Hong Kong,"9 September 2020
""Research experience is dependent on PI""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,"Independent work, flexible hours, good colleagues, cheap food on campus","No career advancement, Travel within campus dependent on school shuttle, too many administrative processes to make purchase or reimburse..",,4.0,5.0,5.0,,1.0,4.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,25 August 2020,03:20:11,A very nice experience here in CUHK, Research Assistant,Hong Kong,"25 August 2020
""A very nice experience here in CUHK""
5.0
★★★★★
Former Employee ",part-time, less than a year,0,"Healthy and tasty food.
The uniforms for PE class is very chic.
There are many spaces in the school bus.","The school is too big.
I was stung by a bumblebee, it hurt a lot.",Very good management!,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,7 September 2020,17:15:46,Work Environment, Lecturer,Hong Kong,"7 September 2020
""Work Environment""
3.0
★★★★★
Current Employee ",full-time, more than 8 years,0,Good to work at this place.,Not many promotion opportunities at this U.,Nothing,3.0,,,,,,,,,,,,
0,0,0,23 August 2020,19:52:46,Student helper, Clerk,Hong Kong,"23 August 2020
""Student helper""
5.0
★★★★★
Former Employee ",part-time, more than a year,0,"Nice training, nice staff to work with. Overall enjoable",fair rate (Note I worked as student helper in 2013 but there is not such option on this system),"not applicable. overall enjoyable, will work at it again if i had the chance",5.0,3.0,3.0,,4.0,3.0,3.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,1,26 September 2020,02:39:49,bad employer,,,"26 September 2020
""bad employer""
1.0
★★★★★
Current Employee ",full-time, more than 3 years,0,None. Did not seem to be better than competitors.,Senior staff were unsupportive for career reviews,,1.0,2.0,1.0,,1.0,3.0,1.0,Doesn't Recommend,Neutral Outlook,No Opinion of CEO,,,
0,0,0,19 August 2020,22:01:48,Postdoctoral Fellow in Medical School, Postdoctoral Fellow,Hong Kong,"19 August 2020
""Postdoctoral Fellow in Medical School""
5.0
★★★★★
Current Employee ",full-time,,0,Nice working environment and nice people at CUHK,Salary may not be the highest for the same post in HK,We need more freedom for everyone at CUHK,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,1,3 September 2020,00:18:05,good work-life balance and staff benefit,,,,full-time,,0,"beautiful campus, good work-life balance and staff benefit",salary pay is very much tied to education background,,4.0,,,,,,,,,,,,
0,0,0,18 August 2020,09:35:31,Good natural environment and good opportunity, Research Assistant,Hong Kong,"18 August 2020
""Good natural environment and good opportunity""
5.0
★★★★★
Former Employee ",full-time, more than a year,0,Good natural environment and good opportunity,It depends on which research group,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,1 September 2020,08:56:14,Acceptable, Research Assistant,Sha Tin,"1 September 2020
""Acceptable""
4.0
★★★★★
Former Employee ",full-time,,0,Flexible time; seldom OT; good environemnt,Relative low payment; no others,,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,
0,0,0,18 August 2020,03:26:14,Good place to work, Junior Fellow,Hong Kong,"18 August 2020
""Good place to work""
5.0
★★★★★
Former Employee ",full-time,,0,A good place to work,far away from HK Island,,5.0,,,,,,,,,,,,
0,0,0,17 August 2020,04:10:26,Nice place to do research, PhD Candidate,Sha Tin,"17 August 2020
""Nice place to do research""
5.0
★★★★★
Current Employee ",full-time, more than 3 years,0,"Very excellent natural and academic environment, and great support on research and academics from the university and department.",No one told the employees the welfare they have.,Make some rules to protect the research students from mentally attack from their supervisors.,5.0,5.0,5.0,,5.0,5.0,2.0,Recommends,Positive Outlook,No Opinion of CEO,,,
0,0,0,20 August 2020,06:30:35,Great Teaching, Medical Student,Hong Kong,"20 August 2020
""Great Teaching""
4.0
★★★★★
Current Employee ",full-time,,0,Have Academic advisor for every single student,"Not much work on Year1, hence super heavy workload on year 2 and 3.",,4.0,,,,,,,,,,,,
0,0,0,18 August 2020,21:29:43,Fair working environment, Executive Officer,Sha Tin,"18 August 2020
""Fair working environment""
4.0
★★★★★
Current Employee ",full-time, more than a year,0,"Jobs are not challenging, colleagues are experienced, can off duty on time, not much overtime work.","Too comfortable, sometimes will be bored by the environment.",,4.0,5.0,5.0,,4.0,5.0,4.0,Recommends,Positive Outlook,Approves of CEO,,,
0,0,0,3 August 2020,21:32:04,Great Uni for studying and working, Graduate Student,Hong Kong,"3 August 2020
""Great Uni for studying and working""
5.0
★★★★★
Current Employee ",full-time, more than a year,0,Huge campus with relaxing greenery. Lots of facilities. One of the top unis in HK.,Takes you half an hour to walk from one end to the other,,5.0,,,,,,,,,,,,
0,0,0,17 August 2020,09:48:35,So-so, Student Helper,Hong Kong,,part-time,,0,The workload is not heavy,Yet it is a bit tedious,,3.0,,,,,,,,,,,,
0,0,0,16 August 2020,23:31:26,Good pay for postdoc, Postdoctoral Fellow,Sha Tin,"16 August 2020
""Good pay for postdoc""
4.0
★★★★★
Current Employee ",full-time,,0,"Beautiful campus and great facilities, easy access to different equipment",Ordering supplies takes a long time.,,4.0,,,,,,,,,,,,
0,0,0,13 August 2020,08:03:52,It's alright, Junior Research Assistant,Sha Tin,"13 August 2020
""It's alright""
4.0
★★★★★
Former Employee ",full-time,,0,The campus is pretty nice,The pay isn't very good,,4.0,,,,,,,,,,,,
0,0,0,28 July 2020,06:56:06,Good, ACO,"Kwun Tong, Kowloon City","28 July 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,Stable work environment when compared with commercial sectot,HK politics may affect CU,,5.0,,,,,,,,,,,,
0,0,0,10 August 2020,06:43:59,Working here is nice, Administrative Assistant,Sha Tin,"10 August 2020
""Working here is nice""
4.0
★★★★★
Current Employee ",full-time,,0,"Working here is nice, good environment","transportation is not convenient, too far away from restaurants.",,4.0,,,,,,,,,,,,
0,0,0,11 August 2020,01:52:50,Review for CUHK, Communications,,"11 August 2020
""Review for CUHK""
4.0
★★★★★
Former Employee ",full-time,,0,Nice environment and work culture,transportation along the campus is not too convenient,,4.0,,,,,,,,,,,,
0,0,0,30 August 2020,23:45:56,Fair, Administrator,Hong Kong,"30 August 2020
""Fair""
1.0
★★★★★
Current Employee ",full-time, more than 3 years,0,"Nice campus environment, fair fringe benefit","Worst management, unfair promotion path, medical insurance coverage",,1.0,4.0,3.0,,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO,,,
0,0,0,20 July 2020,07:38:36,Good, Undergraduate,Hong Kong,"20 July 2020
""Good""
5.0
★★★★★
Current Employee ",full-time,,0,You can make friends inside.,It is far away from my home.,,5.0,5.0,5.0,,5.0,5.0,5.0,Recommends,Positive Outlook,Disapproves of CEO,,,
0,0,0,1 August 2020,01:33:08,My feelings, Research Associate,Hong Kong,"1 August 2020
""My feelings""
4.0
★★★★★
Current Employee ",full-time, more than 8 years,0,Many updated instrument for doing research depending on which research groups.,"Only contract based research positions, no permanent research position",,4.0,3.0,4.0,,3.0,3.0,3.0,Recommends,Neutral Outlook,No Opinion of CEO,,,
0,0,0,31 July 2020,07:34:28,cuhk, Professor,Hong Kong,"31 July 2020
""cuhk""
3.0
★★★★★
Current Employee ",full-time,,0,opportunity close to the border,just watch the news and,,3.0,3.0,3.0,,3.0,3.0,2.0,Doesn't Recommend,Negative Outlook,No Opinion of CEO,,,
0,0,0,27 July 2020,02:16:07,NA, PhD Student,Hong Kong,"27 July 2020
""NA""
4.0
★★★★★
Former Employee ",full-time,,0,"good atmosphere, can focus on study","far away from downtown, few restaurant",,4.0,,,,,,,,,,,,
